iter	RMSE
134	8.00381191
135	7.990076857
136	7.977912424
137	7.96539284
138	7.953820627
139	7.943233236
140	7.93002121
141	7.91934197
142	7.906142379
143	7.893911481
144	7.88269141
145	7.870881433
146	7.858421502
147	7.846220282
148	7.834629699
149	7.82367305
150	7.813462887
151	7.802681474
152	7.792404812
153	7.780642703
154	7.771021165
155	7.760563788
156	7.751428545
157	7.740066365
158	7.729810055
159	7.71924633
160	7.708259743
161	7.697151874
162	7.687067797
163	7.676461624
164	7.66592585
165	7.657423486
166	7.64847699
167	7.637844002
168	7.627611407
169	7.619028103
170	7.609500978
171	7.601057137
172	7.592704166
173	7.583506082
174	7.574080163
175	7.566786998
176	7.558239948
177	7.550043413
178	7.542500706
179	7.533127981
180	7.524078573
181	7.515198583
182	7.506903135
183	7.49810238
184	7.489054477
185	7.480595257
186	7.473251232
187	7.466265848
188	7.459244912
189	7.453270399
190	7.444968442
191	7.438017968
192	7.430193372
193	7.423621141
194	7.416828871
195	7.409382528
196	7.402645367
197	7.395174071
198	7.387249978
199	7.379640189
200	7.373310795
201	7.365871527
202	7.359517187
203	7.353247657
204	7.345779294
205	7.338873657
206	7.331815816
207	7.326050441
208	7.319212722
209	7.311801749
210	7.305132111
211	7.298184279
212	7.292593849
213	7.285875214
214	7.280217934
215	7.272844922
216	7.266882578
217	7.261329448
218	7.255865398
219	7.249399863
220	7.244027744
221	7.237865577
222	7.232186162
223	7.226982579
224	7.221615526
225	7.215869285
226	7.210146923
227	7.204507124
228	7.199214986
229	7.193703977
230	7.188446376
231	7.183178883
232	7.177678412
233	7.171676811
234	7.166740278
235	7.160549451
236	7.156077425
237	7.151212263
238	7.146789325
239	7.140857012
240	7.136733395
241	7.131511685
242	7.12568826
243	7.120695254
244	7.115684227
245	7.110919749
246	7.105212747
247	7.100578756
248	7.096802527
249	7.092292449
250	7.087832379
251	7.082378799
252	7.077890671
253	7.073575267
254	7.069678309
255	7.065091528
256	7.060836184
257	7.056708811
258	7.054768956
259	7.050387789
260	7.046527039
261	7.042052142
262	7.038537611
263	7.035432533
264	7.031393855
265	7.027622114
266	7.023313782
267	7.019186879
268	7.014608621
269	7.010751016
270	7.006675007
271	7.00281441
272	6.997474599
273	6.994549463
274	6.990648133
275	6.986824178
276	6.984640504
277	6.98217318
278	6.977859954
279	6.974784327
280	6.97429406
281	6.970946707
282	6.967358388
283	6.964115715
284	6.963715624
285	6.961019121
286	6.958116696
287	6.954853793
288	6.949561547
289	6.945861245
290	6.942713578
291	6.940107804
292	6.9376465
293	6.93401802
294	6.931556219
295	6.92801127
296	6.924211541
297	6.923778575
298	6.923323639
299	6.920852989
300	6.918788159
301	6.915444284
302	6.912588039
303	6.912270755
304	6.910092084
305	6.907047466
306	6.904425378
307	6.901133816
308	6.897670523
309	6.89736242
310	6.897100558
311	6.893211747
312	6.891083262
313	6.888127944
314	6.884911966
315	6.881085568
316	6.877122879
317	6.873891225
318	6.873630843
319	6.870111016
320	6.869719466
321	6.866115845
322	6.863559561
323	6.863218175
324	6.859972074
325	6.859561898
326	6.859336822
327	6.85907129
328	6.856309896
329	6.853335405
330	6.850776052
331	6.847551256
332	6.847292589
333	6.845449258
334	6.84281126
335	6.840486626
336	6.840236372
337	6.838313223
338	6.836478631
339	6.836148814
340	6.833409543
341	6.830925814
342	6.826900931
343	6.824304352
344	6.821559147
345	6.820489437
346	6.818930849
347	6.815785825
348	6.812985126
349	6.812743675
350	6.810110002
351	6.807129612
352	6.803915591
353	6.801986795
354	6.798990474
355	6.796255008
356	6.794259481
357	6.793887248
358	6.791432707
359	6.788849475
360	6.788481707
361	6.788281379
362	6.786242632
363	6.783489476
364	6.783315776
365	6.780970221
366	6.777211149
367	6.775840216
368	6.773199283
369	6.771877011
370	6.770434783
371	6.770139616
372	6.769759422
373	6.766866431
374	6.766690983
375	6.766463773
376	6.765521552
377	6.763121848
378	6.762768303
379	6.762459134
380	6.761638346
381	6.761289745
382	6.758624657
383	6.757852726
384	6.755403932
385	6.752794666
386	6.752581416
387	6.750170151
388	6.749907998
389	6.747378652
390	6.746610594
391	6.745462938
392	6.74295904
393	6.740143969
394	6.736661549
395	6.735784365
396	6.733826334
397	6.733652473
398	6.731137176
399	6.73062228
400	6.728077722
401	6.727875713
402	6.725659985
403	6.722885518
404	6.719917042
405	6.719608919
406	6.719339535
407	6.715771065
408	6.713061195
409	6.709256787
410	6.705533722
411	6.703116215
412	6.700977806
413	6.698419882
414	6.698137391
415	6.697939456
416	6.697747041
417	6.697596346
418	6.695282752
419	6.693137269
420	6.692929983
421	6.692133362
422	6.691646685
423	6.69134989
424	6.691025862
425	6.688977623
426	6.688668666
427	6.688523605
428	6.685644657
429	6.683560548
430	6.680577686
431	6.679450813
432	6.678048724
433	6.677267488
434	6.674556932
435	6.673098476
436	6.672958165
437	6.672763579
438	6.670476358
439	6.667912091
440	6.667720594
441	6.66748287
442	6.665901963
443	6.665223715
444	6.662974032
445	6.662724346
446	6.660901272
447	6.658017276
448	6.657830483
449	6.656330333
450	6.654621144
451	6.654467269
452	6.654318327
453	6.654139981
454	6.653804773
455	6.651338503
456	6.650079924
457	6.64848826
458	6.646293356
459	6.6460952
460	6.643770338
461	6.643552024
462	6.64336797
463	6.640673873
464	6.640493211
465	6.638707906
466	6.638395409
467	6.638249547
468	6.638067482
469	6.63573488
470	6.632621346
471	6.63245116
472	6.630481024
473	6.628529391
474	6.625926821
475	6.624932535
476	6.622909331
477	6.620201502
478	6.620056153
479	6.617558453
480	6.617387184
481	6.615442368
482	6.612877483
483	6.612707238
484	6.611004004
485	6.610030347
486	6.608155958
487	6.608005809
488	6.607599546
489	6.60503026
490	6.604697435
491	6.604589296
492	6.604393929
493	6.602316933
494	6.599335483
495	6.597862932
496	6.595987694
497	6.595834632
498	6.594608478
499	6.594389024
